modelo,tecnica,f1_macro_agrupado,ic95_bajo,ic95_alto,ancho_ic,f1_media_folds,f1_sd_folds,n_predicciones
labse,sin_aumento,0.6408737259086913,0.6051839336010577,0.6746274456526619,0.06944351205160415,0.6409687049328454,0.05955538080662714,700
mbert,sin_aumento,0.7076238019629865,0.6754049728771953,0.7401039116341491,0.06469893875695387,0.7024250433393272,0.04984346828880593,700
xlmr,sin_aumento,0.6692798353407354,0.634594330326563,0.704951133207761,0.07035680288119806,0.6630258851481947,0.03320321011512891,700
